date,actual,predicted,abs_error,pct_error
2024-07-01,79.0,61.121700286865234,17.878299713134766,22.630759130550338
2024-07-02,72.0,66.324951171875,5.675048828125,7.882012261284722
2024-07-03,62.0,60.55558395385742,1.4444160461425781,2.3297033002299647
2024-07-04,42.0,57.67711639404297,15.677116394042969,37.32646760486421
2024-07-05,59.0,58.260826110839844,0.7391738891601562,1.2528371002714513
2024-07-06,55.0,54.22604751586914,0.7739524841308594,1.4071863347833808
2024-07-07,42.0,52.07291793823242,10.072917938232422,23.983137948172434
2024-07-08,59.0,60.95267105102539,1.9526710510253906,3.3096119508904924
2024-07-09,62.0,60.501407623291016,1.4985923767089844,2.4170844785628782
2024-07-10,51.0,61.20733642578125,10.20733642578125,20.014385148590684
2024-07-11,71.0,57.64956283569336,13.35043716430664,18.803432625784
2024-07-12,58.0,60.39153289794922,2.3915328979492188,4.1233325826710665
2024-07-13,67.0,53.52207946777344,13.477920532226562,20.11629930183069
2024-07-14,53.0,54.387298583984375,1.387298583984375,2.6175444980837264
2024-07-15,69.0,65.2430419921875,3.7569580078125,5.444866677989131
2024-07-16,48.0,63.944854736328125,15.944854736328125,33.218447367350265
2024-07-17,59.0,57.96295166015625,1.03704833984375,1.757709050582627
2024-07-18,67.0,59.102264404296875,7.897735595703125,11.78766506821362
2024-07-19,71.0,59.16468048095703,11.835319519042969,16.669464111328125
2024-07-20,65.0,54.84079360961914,10.15920639038086,15.629548292893631
2024-07-21,60.0,54.23789596557617,5.762104034423828,9.603506724039713
2024-07-22,68.0,65.84928131103516,2.1507186889648438,3.162821601418888
2024-07-23,69.0,61.38866424560547,7.611335754394531,11.030921383180479
2024-07-24,50.0,58.46110153198242,8.461101531982422,16.922203063964844
2024-07-25,49.0,58.29084777832031,9.290847778320312,18.960913833306762
2024-07-26,55.0,58.37940216064453,3.3794021606445312,6.144367564808239
2024-07-27,57.0,52.85719299316406,4.1428070068359375,7.2680824681332235
2024-07-28,62.0,52.163089752197266,9.836910247802734,15.865984270649571
