period,actual,predicted,abs_error,pct_error
2024-07-07,411.0,407.1411781311035,3.8588218688964844,0.9388860994881957
2024-07-14,421.0,407.2094306945801,13.790569305419922,3.2756696687458247
2024-07-21,439.0,408.8731002807617,30.12689971923828,6.862619526022387
2024-07-28,410.0,408.03488540649414,1.9651145935058594,0.4792962423185023
2024-08-04,397.0,404.1673278808594,7.167327880859375,1.8053722621812027
2024-08-11,452.0,421.32261657714844,30.677383422851562,6.787031730719373
2024-08-18,408.0,412.1703567504883,4.170356750488281,1.0221462623745787
2024-08-25,420.0,411.41583251953125,8.58416748046875,2.043849400111607
2024-09-01,394.0,407.1468276977539,13.146827697753906,3.3367582989223115
2024-09-08,445.0,415.7664222717285,29.233577728271484,6.56934330972393
2024-09-15,477.0,424.8708953857422,52.12910461425781,10.928533462108556
2024-09-22,410.0,427.26708602905273,17.267086029052734,4.211484397329935
2024-09-29,433.0,409.5236930847168,23.476306915283203,5.421779888056167
2024-10-06,410.0,422.95520782470703,12.955207824707031,3.15980678651391
2024-10-13,423.0,419.4565200805664,3.5434799194335938,0.8377021086131426
2024-10-20,415.0,411.4312744140625,3.5687255859375,0.8599338761295181
2024-10-27,463.0,418.74763107299805,44.25236892700195,9.557747068466945
2024-11-03,444.0,426.19308853149414,17.80691146850586,4.010565646059878
2024-11-10,422.0,430.1225242614746,8.12252426147461,1.9247687823399549
2024-11-17,436.0,420.9050102233887,15.094989776611328,3.462153618488837
2024-11-24,445.0,431.2267303466797,13.773269653320312,3.0951167760270364
2024-12-01,437.0,427.3989677429199,9.601032257080078,2.197032553107569
2024-12-08,418.0,418.7327651977539,0.7327651977539062,0.17530267888849432
2024-12-15,455.0,427.2057304382324,27.794269561767578,6.108630672915951
2024-12-22,396.0,414.31323623657227,18.313236236572266,4.624554605195017
2024-12-29,338.0,384.43336486816406,46.43336486816406,13.737681913658006
2025-01-05,122.0,119.84011840820312,2.159881591796875,1.7703947473744879
AVG,412.6296296296296,405.1063637910066,17.027613745795357,4.044598606736345
