lookback,units,dropout,learning_rate,batch_size,seed,cv_RMSE,cv_MAPE,cv_MAE
7,64,0.2,0.001,32,42,8.011285250158371,11.134256549535944,6.648354884556362
7,64,0.2,0.003,32,42,8.572081184502213,12.800978030061183,7.44932861328125
7,128,0.2,0.001,32,42,7.268737220394472,10.219612873314222,5.996121106828962
7,128,0.2,0.003,32,42,9.40467128646458,13.047446390983612,7.808637019566127
14,64,0.2,0.001,32,42,8.201093907023605,11.216895494523248,6.758067539760044
14,64,0.2,0.003,32,42,9.14352053372274,13.076933226476791,7.6663046700613835
14,128,0.2,0.001,32,42,7.946198368437441,10.675417906798035,6.43773934500558
14,128,0.2,0.003,32,42,7.945394021061086,11.069596300299015,6.613026319231305
