period,actual,predicted,abs_error,pct_error
2024-07-07,411.0,418.7584457397461,7.758445739746094,1.8876996933688792
2024-07-14,421.0,433.6137886047363,12.613788604736328,2.9961493122889142
2024-07-21,439.0,395.5284729003906,43.471527099609375,9.902397972576168
2024-07-28,410.0,424.5216293334961,14.521629333496094,3.541860813047828
2024-08-04,397.0,407.48143005371094,10.481430053710938,2.640158703705526
2024-08-11,452.0,393.4488105773926,58.55118942260742,12.953802969603412
2024-08-18,408.0,420.4072036743164,12.407203674316406,3.0409812927246094
2024-08-25,420.0,422.09468841552734,2.0946884155273438,0.49873533703031997
2024-09-01,394.0,418.2541809082031,24.254180908203125,6.155883479239372
2024-09-08,445.0,428.90293884277344,16.097061157226562,3.617317113983497
2024-09-15,477.0,421.38924407958984,55.610755920410156,11.658439396312401
2024-09-22,410.0,439.2132759094238,29.213275909423828,7.125189246200933
2024-09-29,433.0,434.7582092285156,1.758209228515625,0.40605293961099886
2024-10-06,410.0,431.7284469604492,21.72844696044922,5.299621209865664
2024-10-13,423.0,440.31081771850586,17.31081771850586,4.092391895627863
2024-10-20,415.0,410.8502960205078,4.1497039794921875,0.9999286697571537
2024-10-27,463.0,420.16684341430664,42.83315658569336,9.251221724771783
2024-11-03,444.0,420.11655044555664,23.88344955444336,5.379155305054811
2024-11-10,422.0,434.0917205810547,12.091720581054688,2.8653366305816794
2024-11-17,436.0,436.83598709106445,0.8359870910644531,0.19174015850102136
2024-11-24,445.0,404.5730094909668,40.4269905090332,9.084716968322068
2024-12-01,437.0,432.2662544250488,4.733745574951172,1.0832369736730372
2024-12-08,418.0,403.944522857666,14.055477142333984,3.3625543402712883
2024-12-15,455.0,415.59545135498047,39.40454864501953,8.660340361542755
2024-12-22,396.0,395.4146614074707,0.5853385925292969,0.14781277589123656
2024-12-29,338.0,451.1603698730469,113.16036987304688,33.479399370723925
2025-01-05,122.0,126.69122314453125,4.69122314453125,3.8452648725665983
AVG,412.6296296296296,410.4488323352955,23.286087459988064,5.7099033158090275
