period,actual,predicted,abs_error,pct_error
2024-07-07,411.0,410.4759521484375,0.5240478515625,0.12750555999087593
2024-07-14,421.0,443.02774810791016,22.027748107910156,5.232244206154432
2024-07-21,439.0,427.8779182434082,11.122081756591797,2.533503816991298
2024-07-28,410.0,417.6996650695801,7.699665069580078,1.8779670901414822
2024-08-04,397.0,398.92953872680664,1.9295387268066406,0.48602990599663487
2024-08-11,452.0,394.684139251709,57.315860748291016,12.68050016555111
2024-08-18,408.0,400.18872833251953,7.811271667480469,1.9145273694805072
2024-08-25,420.0,419.9235305786133,0.07646942138671875,0.018207005092075894
2024-09-01,394.0,427.29981994628906,33.29981994628906,8.451730950834788
2024-09-08,445.0,434.9023628234863,10.097637176513672,2.269131949778353
2024-09-15,477.0,431.0029602050781,45.997039794921875,9.642985281954273
2024-09-22,410.0,426.57854080200195,16.578540802001953,4.043546537073647
2024-09-29,433.0,423.5929985046387,9.407001495361328,2.1725176663652026
2024-10-06,410.0,448.2981185913086,38.298118591308594,9.34100453446551
2024-10-13,423.0,440.6836166381836,17.683616638183594,4.180524027939384
2024-10-20,415.0,382.2337646484375,32.7662353515625,7.895478397966868
2024-10-27,463.0,427.2977638244629,35.70223617553711,7.711066128625725
2024-11-03,444.0,420.15686416625977,23.843135833740234,5.370075638229783
2024-11-10,422.0,429.1361999511719,7.136199951171875,1.6910426424577902
2024-11-17,436.0,444.5920944213867,8.592094421386719,1.97066385811622
2024-11-24,445.0,397.26701736450195,47.73298263549805,10.726512951797314
2024-12-01,437.0,423.6928367614746,13.30716323852539,3.045117445886817
2024-12-08,418.0,420.19956970214844,2.1995697021484375,0.5262128474039324
2024-12-15,455.0,402.6038932800293,52.3961067199707,11.515627850543012
2024-12-22,396.0,401.3982467651367,5.398246765136719,1.3631936275597774
2024-12-29,338.0,399.99718475341797,61.99718475341797,18.34236235308224
2025-01-05,122.0,129.7224884033203,7.7224884033203125,6.329908527311731
AVG,412.6296296296296,408.27642822265625,21.431929694281685,5.2392291976589185
