period,actual,predicted,abs_error,pct_error
2024-07-07,411.0,343.4504928588867,67.54950714111328,16.435403197351164
2024-07-14,421.0,351.2417297363281,69.75827026367188,16.569660395171468
2024-07-21,439.0,370.85189056396484,68.14810943603516,15.523487343060399
2024-07-28,410.0,373.3789749145508,36.62102508544922,8.931957337914444
2024-08-04,397.0,372.66014862060547,24.33985137939453,6.130944931837414
2024-08-11,452.0,369.6452827453613,82.35471725463867,18.22007018907935
2024-08-18,408.0,376.71863174438477,31.281368255615234,7.6670020234351055
2024-08-25,420.0,384.4581985473633,35.54180145263672,8.462333679199219
2024-09-01,394.0,379.7908363342285,14.209163665771484,3.6063867172008846
2024-09-08,445.0,395.9917526245117,49.00824737548828,11.013089297862535
2024-09-15,477.0,398.00415420532227,78.99584579467773,16.560973961148374
2024-09-22,410.0,390.62364959716797,19.37635040283203,4.725939122641959
2024-09-29,433.0,385.7232093811035,47.276790618896484,10.918427394664315
2024-10-06,410.0,373.13560485839844,36.86439514160156,8.991315888195503
2024-10-13,423.0,403.8610038757324,19.138996124267578,4.524585372167276
2024-10-20,415.0,404.09506607055664,10.90493392944336,2.6276949227574358
2024-10-27,463.0,401.53562927246094,61.46437072753906,13.275242057783815
2024-11-03,444.0,407.71533966064453,36.28466033935547,8.172220797152132
2024-11-10,422.0,405.57389068603516,16.426109313964844,3.892442965394513
2024-11-17,436.0,399.62403106689453,36.37596893310547,8.343112140620521
2024-11-24,445.0,404.1501274108887,40.84987258911133,9.179746649238501
2024-12-01,437.0,404.5759468078613,32.42405319213867,7.419691805981389
2024-12-08,418.0,403.6851921081543,14.314807891845703,3.4245951894367708
2024-12-15,455.0,380.8263397216797,74.17366027832031,16.301903357872597
2024-12-22,396.0,360.85594177246094,35.14405822753906,8.87476217867148
2024-12-29,338.0,367.2373847961426,29.237384796142578,8.650113845012598
2025-01-05,122.0,110.37628936767578,11.623710632324219,9.527631665839523
AVG,412.6296296296296,374.8069162721987,39.98844556455259,9.554471645432988
