block,n,mean,std,min,max,skew,kurtosis_excess,Q,p_value,LB_lags,shapiro_W,shapiro_p
val,184,0.7219290940657903,9.347437084495068,-23.401161193847656,33.95808410644531,0.2854115230612777,0.5566430206374982,19.658957955586125,0.47943703549306016,20,0.9891597244330372,0.17479198768978477
test,396,1.7717438707448014,10.160964362139298,-31.78747177124024,32.814353942871094,-0.11701560285049599,0.01744638092678663,20.407824489288636,0.4326920962709216,20,0.997715896637422,0.8696613718411029
