train_overall_mean,train_residual_sd_after_groups,train_residual_mae_after_groups,implied_floor_mape_from_sd,implied_floor_mape_from_mae,naive_group_mean_val_MAPE,naive_group_mean_val_MAE,naive_group_mean_val_RMSE,naive_group_mean_val_R2,n_groups
58.714622641509436,12.31533020555901,8.520062569916938,20.974894585888812,14.5109722018268,12.026853014208783,7.123606070081721,9.269958943812211,0.1255448239547734,14
