lb_stat_lag7,lb_pvalue_lag7,lb_stat_lag14,lb_pvalue_lag14,lb_stat_lag21,lb_pvalue_lag21,jb_stat,jb_pvalue,jb_skew,jb_kurtosis
5.770867218923231,0.5667443498571304,11.807965591773785,0.621721386752336,26.79301937758041,0.17780971343104798,1339.6234844392025,1.271910170395685e-291,1.0809095744225488,8.765449693544829
