date,Surgery,Paediatrics,sum
2024-11-20,0.03073054552078247,0.012197435833513737,0.04292798135429621
2024-11-21,0.024763114750385284,0.026257965713739395,0.05102108046412468
2024-11-22,0.07314909994602203,0.03193563222885132,0.10508473217487335
2024-11-23,0.034012358635663986,0.0198212880641222,0.053833646699786186
2024-11-24,0.0360814705491066,0.03275774419307709,0.06883921474218369
2024-11-25,0.028493721038103104,0.04317917302250862,0.07167289406061172
2024-11-26,0.029387226328253746,0.023536469787359238,0.052923696115612984
2024-11-27,0.03073054552078247,0.05257768556475639,0.08330823108553886
2024-11-28,0.024763114750385284,0.03468131273984909,0.059444427490234375
2024-11-29,0.07314909994602203,0.031178276985883713,0.10432737693190575
2024-11-30,0.034012358635663986,0.027704505249857903,0.06171686388552189
2024-12-01,0.0360814705491066,0.029605187475681305,0.0656866580247879
2024-12-02,0.028493721038103104,0.045589592307806015,0.07408331334590912
2024-12-03,0.029387226328253746,0.030949179083108902,0.06033640541136265
2024-12-04,0.03315644711256027,0.04611058905720711,0.07926703616976738
2024-12-05,0.02569112926721573,0.026883546262979507,0.052574675530195236
2024-12-06,0.02480180747807026,0.030796460807323456,0.055598268285393715
2024-12-07,0.04242648929357529,0.05056753009557724,0.09299401938915253
2024-12-08,0.033420003950595856,0.04386810213327408,0.07728810608386993
2024-12-09,0.03131568431854248,0.02483363449573517,0.05614931881427765
2024-12-10,0.03920852392911911,0.0266400333493948,0.06584855727851391
2024-12-11,0.03315644711256027,0.029667604714632034,0.0628240518271923
2024-12-12,0.02569112926721573,0.04702000692486763,0.07271113619208336
2024-12-13,0.0391874834895134,0.036677949130535126,0.07586543262004852
2024-12-14,0.022482970729470253,0.014031871221959591,0.036514841951429844
2024-12-15,0.014711251482367516,0.026389040052890778,0.04110029153525829
2024-12-16,0.02231989987194538,0.015283849090337753,0.037603748962283134
2024-12-17,0.018088793382048607,0.0320524238049984,0.050141217187047005
2024-12-18,0.05267774686217308,0.053577445447444916,0.106255192309618
2024-12-19,0.06795930117368698,0.0363912507891655,0.10435055196285248
2024-12-20,0.1060846596956253,0.03551536053419113,0.14160002022981644
2024-12-21,0.040755171328783035,0.03406365215778351,0.07481882348656654
2024-12-22,0.0432271733880043,0.020502228289842606,0.06372940167784691
2024-12-23,0.04966241121292114,0.02001752331852913,0.06967993453145027
2024-12-24,0.018088793382048607,0.037453748285770416,0.05554254166781902
2024-12-25,0.016949908807873726,0.03831152245402336,0.05526143126189709
2024-12-26,0.03704531490802765,0.0408623106777668,0.07790762558579445
2024-12-27,0.012943999841809273,0.028524119406938553,0.041468119248747826
2024-12-28,0.03525104373693466,0.02971971407532692,0.06497075781226158
2024-12-29,0.0432271733880043,0.037612177431583405,0.08083935081958771
2024-12-30,0.04966241121292114,0.02260744757950306,0.0722698587924242
2024-12-31,0.018088793382048607,0.024044902995228767,0.042133696377277374
